ID,Name,Date of Birth,Weight (KG),Height (CM),Locality,Nationality,Association,Wins,Losses,Draws,Last Fight
7811,Casey Jackson,None,0,0,None,None,None,4,3,0,2010-09-24T00:00:00
7812,Tom Garcia,None,0,0,None,None,None,0,1,0,2003-06-14T00:00:00
7813,Ismail Ashabov,None,90.72,0,None,Russia,Golden Glory,0,1,0,2003-06-14T00:00:00
7815,David Shvelidze,1978-03-29T00:00:00,136.08,195.58,Tbilisi,Georgia,Team Geofight,8,6,0,2016-05-21T00:00:00
7818,Yevgeny Orlov,None,0,0,None,Russia,None,1,0,0,2004-05-06T00:00:00
7819,Maxim Neledv,None,0,0,None,Russia,None,1,3,0,2015-02-28T00:00:00
7822,Alexandr Ustinov,None,113.4,200.66,None,Russia,None,1,1,0,2007-11-23T00:00:00
7827,David Harrison,None,0,0,None,None,None,1,0,0,2003-06-14T00:00:00
7828,James Doolan,None,61.23,177.8,Lanark,Scotland,Dinky Ninjas,17,9,2,2013-04-13T00:00:00
7829,Ian Butlin,1979-07-02T00:00:00,70.31,0,Huddersfield,England,Northern Cartel,6,9,0,2009-06-05T00:00:00
7830,Craig Robertson,None,83.91,0,None,Scotland,Shooters MMA,2,1,0,2012-10-20T00:00:00
7831,Andy Butlin,None,0,0,None,None,None,2,1,0,2003-07-27T00:00:00
7832,Chris Nash,None,0,0,None,None,None,0,1,0,2003-06-14T00:00:00
7833,Dean Emerson,None,0,0,None,None,None,1,1,0,2004-08-14T00:00:00
7834,David Butlin,None,0,0,None,None,Northern Cartel,2,1,0,2003-11-30T00:00:00
7835,Robert Taylor,None,0,0,None,None,None,0,3,0,2005-11-26T00:00:00
7836,Magnus Decio,None,70.31,0,"Natal, Rio Grande do Norte",Brazil,Kioto,1,1,0,2003-07-31T00:00:00
7837,Jimmy Carter,None,0,0,"Natal, Rio Grande do Norte",Brazil,Nova Uniao Kimura,3,0,0,2003-06-13T00:00:00
7838,Fabio Luiz Vital da Costa,None,77.11,0,"Natal, Rio Grande do Norte",Brazil,Nova Uniao Kimura,9,0,1,2009-08-13T00:00:00
7839,Scott Lincoln,1975-09-11T00:00:00,131.54,187.96,None,None,Primal Tribe Fighting Club,2,3,0,2007-08-24T00:00:00
7840,Luis Sergio Melo Jr.,1981-03-11T00:00:00,77.11,177.8,"Natal, Rio Grande do Norte",Brazil,Renovacao Fight Team,30,15,3,2016-06-11T00:00:00
7841,Renato Mao de Piedra,None,70.31,0,None,Brazil,Thai Boxe,0,1,0,2003-06-13T00:00:00
7842,Antonio Lima,None,70.31,0,"Joao Pessoa, Paraiba",Brazil,Gracie Barra Key,2,9,0,2009-08-20T00:00:00
7843,Tarcisio Jardim,None,70.31,172.72,"Joao Pessoa, Paraiba",Brazil,Gracie Barra Luiz Barboza,0,4,0,2005-02-24T00:00:00
7845,Neto Barruada,None,0,0,None,Brazil,Thai Boxe,1,3,0,2003-06-13T00:00:00
7846,Ricardo Bam Bam,None,77.11,177.8,"Joao Pessoa, Paraiba",Brazil,Gracie Barra Luiz Barboza,4,1,0,2005-10-17T00:00:00
7847,Satoshi Watanabe,1982-02-26T00:00:00,65.77,175.26,"Kanazawa, Ishikawa",Japan,CB Impact,5,7,2,2016-06-19T00:00:00
7850,Andrey Kindrich,None,92.99,185.42,Odessa,Ukraine,None,2,3,0,2007-02-25T00:00:00
7856,Ski Skirskis,None,0,0,None,England,None,1,1,0,2003-12-06T00:00:00
7857,Zurab Akhmedov,None,122.47,205.74,"Makhachkala, Dagestan",Russia,None,1,0,0,2004-06-27T00:00:00
7861,Yosuke Mikami,1978-11-13T00:00:00,69.85,175.26,None,Japan,Mimura Dojo,1,4,0,2006-09-17T00:00:00
7862,Ashleigh Grimshaw,1982-01-28T00:00:00,66.22,170.18,London,England,Team Titan,17,10,1,2016-11-04T00:00:00
7863,Jake Kurtz,None,0,0,None,None,None,0,3,0,2009-01-31T00:00:00
7864,Ivan Carabello,None,0,0,None,None,None,0,2,0,2004-04-10T00:00:00
7865,John Louro,None,61.23,0,"Calgary, Alberta",Canada,Champion's Creed MMA,5,5,0,2007-02-17T00:00:00
7866,Brent Trabenik,None,0,0,"Kelowna, British Colombia",Canada,None,1,0,0,2003-06-28T00:00:00
7867,Wayne Atkinson,None,0,0,"Campbell River, British Colombia",Canada,None,1,1,0,2003-07-24T00:00:00
7868,Erin Stephens,None,0,0,"Campbell River, British Colombia",Canada,None,1,0,0,2003-06-28T00:00:00
7869,Jeremy Humphrey,None,0,0,None,None,None,0,2,0,2003-07-24T00:00:00
7870,Tyler Borrowman,None,0,0,None,None,None,1,2,0,2004-10-16T00:00:00
7871,Jaime Renne,None,0,0,None,None,None,0,4,0,2004-10-15T00:00:00
7872,Jason Robinson,None,0,0,"Prince George, British Colombia",Canada,PG Fight Club,0,1,0,2003-06-28T00:00:00
7873,Richard Major,None,0,0,"Kelowna, British Colombia",Canada,None,0,1,0,2003-06-28T00:00:00
7874,Decclan Carrol,None,0,0,"Prince George, British Columbia",Canada,PG Fight Club,2,1,0,2003-06-28T00:00:00
7875,Kyle Helsper,None,83.91,0,"Indianapolis, Indiana",United States,None,0,4,0,2005-03-15T00:00:00
7876,Baki Baki,None,90.72,172.72,None,United States,None,1,5,0,2006-03-19T00:00:00
7877,Buck Meredith,1982-05-17T00:00:00,83.91,187.96,"Temecula, California",United States,Team Quest,3,3,0,2009-04-11T00:00:00
7878,Giancarlo Mezza,None,0,0,None,USA,None,0,1,0,1999-01-04T00:00:00
7879,John Ammon,None,0,0,None,USA,None,2,0,0,1999-03-01T00:00:00
7880,Raymond Ward,None,0,0,None,USA,None,0,1,1,1999-02-01T00:00:00
7881,Tina Cassaro,None,0,0,None,USA,None,0,1,0,1999-01-04T00:00:00
7882,Chris Monly,None,0,0,None,USA,None,0,1,0,1999-01-04T00:00:00
7883,Steve Elfer,None,0,0,None,USA,None,0,1,0,1999-01-04T00:00:00
7884,Sean Rittgers,None,0,0,None,USA,None,1,0,0,1999-01-04T00:00:00
7885,George Alvarez,None,0,0,None,USA,None,0,1,1,1999-02-01T00:00:00
7886,Carlos Ibarra,None,0,0,None,USA,None,0,1,0,1999-01-04T00:00:00
7887,Robbie Potebaum,None,0,0,None,USA,None,1,0,2,1999-05-03T00:00:00
7888,Randy Clayton,None,0,0,None,USA,None,0,1,0,1999-02-01T00:00:00
7889,Andre Turner,None,0,0,None,USA,None,1,0,0,1999-02-01T00:00:00
7890,Martin Caracoza,None,0,0,None,USA,None,0,1,0,1999-02-01T00:00:00
7891,Charles Redard,None,0,0,None,USA,None,2,0,0,1999-03-01T00:00:00
7892,Arslan Aliev,None,65.77,0,Nizhny Novgorod,Russia,None,1,0,0,2003-05-01T00:00:00
7893,Vasily Fokeev,None,65.77,0,None,Russia,None,1,1,0,2003-05-01T00:00:00
7894,Igor Isaikin,1979-05-23T00:00:00,70.31,172.72,Bryansk,Russia,None,1,2,0,2008-11-06T00:00:00
7895,Valeri Dzuba,None,70.31,0,None,Russia,None,0,1,0,2003-05-01T00:00:00
7896,Pavel Popov,None,74.84,0,Moscow,Russia,None,1,0,0,2003-05-01T00:00:00
7897,Fedor Lutchinkin,None,74.84,0,Nizhny Novgorod,Russia,None,0,1,0,2003-05-01T00:00:00
7898,Artur Parsukov,None,79.38,0,Dagestan,Russia,None,1,0,0,2003-05-01T00:00:00
7899,Murat Nurov,None,79.38,0,Nizhny Novgorod,Russia,None,0,1,0,2003-05-01T00:00:00
7900,Israpil Nalgiev,None,83.91,0,None,Russia,None,1,0,0,2003-05-01T00:00:00
7901,Andrei Abramov,None,83.91,0,Moscow,Russia,None,0,1,0,2003-05-01T00:00:00
7902,Sultan     Aliev,None,90.72,0,Dagestan,Russia,None,4,1,0,2010-10-17T00:00:00
7903,Maksim Suk,None,90.72,0,Nizhny Novgorod,Russia,None,0,1,0,2003-05-01T00:00:00
7904,Timur Kamutaev,None,0,0,Dagestan,Russia,None,1,0,0,2003-05-01T00:00:00
7905,Dmitry Zuzev,None,0,0,Nizhny Novgorod,Russia,None,0,1,0,2003-05-01T00:00:00
7906,Christy Mazarlego,None,0,0,None,None,None,1,0,0,2003-09-28T00:00:00
7907,Dave Nicolosi,None,0,0,None,None,None,1,1,0,2003-09-28T00:00:00
7908,John Connelly,None,77.11,0,None,England,None,0,1,0,2003-06-29T00:00:00
7909,Dave Roche,None,70.31,0,None,Ireland,None,3,0,0,2005-03-06T00:00:00
7910,Brian Fitzsimmons,None,0,0,None,None,None,0,4,0,2006-01-13T00:00:00
7911,Lewis Burns,None,0,0,None,None,None,1,1,0,2003-07-12T00:00:00
7912,Kyle Bracy,None,0,0,None,None,None,0,1,0,2003-07-04T00:00:00
7913,Victor Rohrer,None,0,0,None,None,None,1,1,0,2003-07-04T00:00:00
7914,Jeremy Jackson,None,0,0,None,None,None,1,0,0,2003-07-11T00:00:00
7915,David Callahn,None,0,0,None,None,None,1,0,0,2003-07-11T00:00:00
7916,Jordan Polliam,None,0,0,None,None,None,0,1,0,2003-07-11T00:00:00
7917,Shannon Smith,None,70.31,0,Alabama,USA,None,1,3,0,2005-03-05T00:00:00
7918,Kyle Bradley,1982-08-19T00:00:00,77.11,177.8,"Denham Springs, Louisiana",United States,Team Voodoo,19,12,0,2016-01-09T00:00:00
7919,Luciano Azevedo,1981-06-25T00:00:00,68.04,172.72,Rio de Janeiro,Brazil,Renovacao Fight Team,17,9,1,2014-08-24T00:00:00
7920,Nick Smith,None,64.41,0,"Tucson, Arizona",United States,None,0,1,0,2003-07-12T00:00:00
7921,Mike Knight,None,61.23,0,"Tucson, Arizona",United States,Boxing Inc Max,1,5,0,2013-08-10T00:00:00
7922,Ryan Johnson,None,64.41,0,None,None,None,0,1,0,2003-07-12T00:00:00
7923,Steve Schneider,None,73.94,172.72,"Kansas City, Missouri",United States,Caveman Crew,15,22,1,2011-09-10T00:00:00
7924,Tom Kelly,None,0,0,None,None,None,0,1,0,2003-07-12T00:00:00
7925,Joe Billups,None,90.72,0,None,USA,None,0,2,0,2007-11-10T00:00:00
7926,Chu Chu,None,0,0,None,None,None,0,0,3,2004-03-09T00:00:00
7927,Moab Florencio,1980-08-05T00:00:00,61.23,0,"Mossoro, Rio Grande do Norte",Brazil,Moab Team,9,2,1,2011-03-12T00:00:00
7928,Fabiano Fabiano,None,0,0,None,None,None,0,2,0,2004-10-09T00:00:00
7929,Bruno Torinho,None,0,0,"Sao Jose de Serido, Rio Grande do Norte",Brazil,Team Serido,0,3,0,2008-08-09T00:00:00
7930,Francisco de Araujo,1990-05-20T00:00:00,65.77,0,"Natal, Rio Grande do Norte",Brazil,Hikari,0,4,1,2013-06-22T00:00:00
7931,Bobby Merrill,None,0,0,None,None,None,4,3,0,2007-10-06T00:00:00
7932,John Yost,None,0,0,None,None,None,2,0,0,2006-07-12T00:00:00
7933,John Hoppes,None,70.31,175.26,None,None,None,3,1,0,2003-10-18T00:00:00
7934,Matt Wiese,None,0,0,None,None,None,1,1,0,2003-07-12T00:00:00
7935,Todd Murphey,1977-05-10T00:00:00,65.77,175.26,None,None,War Room MMA,5,2,0,2009-08-28T00:00:00
7936,Jeff Leohr,None,0,0,None,None,None,0,1,0,2003-07-12T00:00:00
7937,Gabe Jotz,None,0,0,None,None,None,0,1,0,2003-07-12T00:00:00
7938,Hasian Harianto,None,0,0,None,Indonesia,None,2,3,0,2003-05-23T00:00:00
7939,Sabar Alim,None,0,0,None,Indonesia,None,5,2,0,2004-06-11T00:00:00
7940,M Dardiri,None,0,0,None,Indonesia,None,0,2,0,2002-11-02T00:00:00
7941,Kimberly Tan,None,0,0,None,Indonesia,None,2,3,0,2004-07-09T00:00:00
7942,Agung Sugiri,None,0,0,None,Indonesia,None,0,2,0,2002-10-19T00:00:00
7943,Roy Tangka,None,0,0,None,Indonesia,None,2,3,0,2003-04-11T00:00:00
7944,Yusfar Yusfar,None,0,0,None,Indonesia,None,0,1,0,2002-06-08T00:00:00
7945,Antonius Kelikawe,None,0,0,None,Indonesia,None,1,0,0,2002-06-08T00:00:00
7946,Armadi Armadi,None,0,0,None,Indonesia,None,1,3,0,2003-09-26T00:00:00
7947,Antoni Antoni,None,0,0,None,Indonesia,None,4,0,0,2003-10-24T00:00:00
7948,Vicky MW,None,0,0,None,Indonesia,None,0,1,0,2002-06-08T00:00:00
7949,Hasian Hp,None,0,0,None,Indonesia,None,1,1,0,2003-03-14T00:00:00
7950,Ridwan Edi,None,0,0,None,Indonesia,None,0,2,0,2002-11-02T00:00:00
7951,Deny Ramdani,None,0,0,None,Indonesia,None,2,2,0,2003-01-11T00:00:00
7952,Doni Adp,None,0,0,None,Indonesia,None,0,2,0,2002-10-19T00:00:00
7953,Robby Hamidy,None,0,0,None,Indonesia,None,1,1,0,2002-08-03T00:00:00
7954,M Rafal,None,0,0,None,Indonesia,None,0,2,0,2004-01-09T00:00:00
7955,Amirudin Amirudin,None,0,0,None,Indonesia,None,3,4,0,2004-06-11T00:00:00
7956,Ida Bagus Putu Sujana,None,87.09,0,None,Indonesia,Spider Club,4,3,0,2003-08-29T00:00:00
7957,Lutfy Saury,None,0,0,None,Indonesia,None,0,3,0,2003-04-11T00:00:00
7958,Robert Wendur,None,0,0,None,Indonesia,None,0,1,0,2002-06-28T00:00:00
7959,Dedi Hermawan,None,0,0,None,Indonesia,None,6,5,0,2004-10-01T00:00:00
7960,Tanggu Sinaga,None,0,0,None,Indonesia,None,1,1,0,2004-06-11T00:00:00
7961,Didin Komarudin,None,0,0,None,Indonesia,None,0,3,0,2003-07-18T00:00:00
7962,Jandi Purba,None,0,0,None,Indonesia,None,2,1,0,2002-09-07T00:00:00
7963,Yuda Primayuda,None,0,0,None,Indonesia,None,0,2,0,2003-05-23T00:00:00
7964,Luis Torres,None,99.79,180.34,California,United States,None,2,1,0,2005-05-15T00:00:00
7965,Leo Acosta,None,0,0,None,None,None,1,1,1,2004-02-24T00:00:00
7966,Joe Boy,None,0,0,None,None,None,1,0,0,2003-06-22T00:00:00
7967,Kyle Williams,None,0,0,None,None,None,2,1,0,2006-08-18T00:00:00
7969,Leo Bedolla,None,0,0,None,None,None,1,0,0,2003-06-22T00:00:00
7970,Saldana Clemente,None,0,0,None,None,None,1,1,0,2003-08-10T00:00:00
7971,Keith Pittman,None,61.23,0,California,USA,None,1,2,0,2005-12-11T00:00:00
7972,Dusty Arden,None,90.72,187.96,"Terra Belle, California",United States,Team Rampage,11,8,1,2010-08-27T00:00:00
7973,Raul Lopez,None,83.91,182.88,"Bakersfield, California",USA,Bakersfield Combat Club,1,0,0,2003-06-22T00:00:00
7974,Joe Hernandez,None,0,0,California,United States,None,2,2,0,2015-08-22T00:00:00
7975,James Nevarez,None,127.01,187.96,"Visalia, California",USA,None,1,1,0,2003-08-09T00:00:00
7976,Scott Mears,None,0,0,None,None,None,1,3,0,2014-10-24T00:00:00
7977,Mike Mendez,None,0,0,None,None,None,0,3,0,2010-01-10T00:00:00
7978,John Ellis,None,0,0,None,None,None,0,1,0,2003-06-22T00:00:00
7979,Jeremy Brownlow,None,0,0,None,None,None,0,1,0,2003-06-22T00:00:00
7980,John Dacota,None,0,0,None,None,None,0,1,0,2003-06-22T00:00:00
7981,Randy Rippee,None,0,0,None,None,None,0,1,0,2003-06-22T00:00:00
7982,Manuel Mejia,None,0,0,None,None,None,0,1,0,2003-06-22T00:00:00
7983,Pedro Mercado,None,0,0,"Porterville, California",United States,None,3,10,0,2013-10-25T00:00:00
7984,Kyle Keels,None,0,0,None,None,None,0,2,0,2009-03-29T00:00:00
7985,Tony Llamas,None,70.31,170.18,"Porterville, California",United States,Team Rampage,16,15,0,2015-11-19T00:00:00
7986,Wes Smiley,None,83.91,187.96,"Fresno, California",United States,559 Fight Club,1,2,0,2003-12-07T00:00:00
7987,Charles McCarthy,1980-08-06T00:00:00,83.91,177.8,"Miami, Florida",United States,American Top Team,10,5,0,2008-04-19T00:00:00
7988,Beth Westover,None,56.7,0,"Boise, Idaho",USA,None,0,2,0,2003-07-19T00:00:00
7989,Glen Cordoza,None,0,0,None,None,StandAlone MMA,3,1,0,2010-06-25T00:00:00
7990,Aaron Jameson,1972-05-23T00:00:00,76.66,0,"Lakeport, California",USA,None,2,2,0,2013-07-21T00:00:00
7991,Heather Soderquist,None,0,0,None,None,Cesar Gracie Jiu-Jitsu,1,1,0,2005-04-30T00:00:00
7992,Britney Victoria,None,0,0,None,None,None,0,1,0,2003-07-19T00:00:00
7993,Don Lunier,None,0,0,None,None,None,0,1,0,2003-07-19T00:00:00
7994,Takeshi Matsumura,None,79.83,165.1,None,Japan,Team Roken,1,1,0,2003-08-05T00:00:00
7995,Shinobu Aoyama,1973-09-26T00:00:00,55.79,175.26,Toyama,Japan,Wajutsu Keishukai Toyama S.P.O.,7,9,0,2013-04-14T00:00:00
7996,Mizuki Kawamura,None,58.06,165.1,None,Japan,None,1,2,1,2004-10-24T00:00:00
7997,Hiromitsu Bito,None,68.04,175.26,None,Japan,Angura,1,2,1,2006-03-20T00:00:00
7998,Leremy Johnson,1976-12-15T00:00:00,104.33,195.58,"Gauley Bridge, West Virginia",United States,Fearless Goat Team,3,2,0,2014-09-27T00:00:00
7999,David Sachs,None,61.23,165.1,"Pittsburgh, Pennsylvania",United States,Lionheart MMA,10,3,0,2015-11-21T00:00:00
8001,Udell Holmes,None,0,0,None,None,None,0,1,0,2003-07-19T00:00:00
8002,Josh Anderson,None,0,0,None,None,None,0,1,0,2003-07-19T00:00:00
8003,Matt Markowicz,None,0,0,None,None,None,1,1,0,2005-06-17T00:00:00
8004,Joe Thomas,None,0,0,None,None,None,0,1,0,2003-07-19T00:00:00
8005,Tierre Hall,None,0,0,None,None,None,0,2,0,2003-07-19T00:00:00
8006,Luke Spencer,None,0,0,None,None,None,9,8,0,2007-07-21T00:00:00
8007,David Longshoe,None,0,0,None,None,None,0,1,0,2003-07-19T00:00:00
8008,Jarvis Brennaman,None,0,0,None,None,None,0,2,0,2004-02-28T00:00:00
8009,Constantine Stepanov,None,0,0,Tyumen,N/A,None,0,3,0,2004-12-12T00:00:00
8010,Kardash Fatakhov,None,0,0,Ekaterinburg,Russia,None,4,3,0,2009-07-02T00:00:00
8011,Alexandr Kalinin,None,97.07,172.72,Tyumen,Russia,None,0,1,0,2003-07-12T00:00:00
8012,Amazhun Agibayev,None,0,0,None,Russia,None,0,1,0,2003-02-20T00:00:00
8013,Vitalius Stepchenko,None,0,0,None,Russia,None,1,1,0,2003-02-20T00:00:00
8014,Dmitriy Bekmansurov,None,0,0,None,Russia,None,0,1,0,2003-02-20T00:00:00
8015,Artur Akopyan,None,0,0,None,Russia,None,0,1,0,2003-02-20T00:00:00
8017,Jason Dublin,None,83.91,0,"Lynn, Massachusetts",United States,Dublin's Fight Factory,8,11,1,2012-08-11T00:00:00
8018,Rodrigo Ruiz,None,65.77,175.26,Sao Paulo,Brazil,Checkmat,21,18,0,2012-12-08T00:00:00
8019,Jim Rhodes,None,0,0,None,None,None,0,1,0,1998-11-01T00:00:00
8020,Larry Koneizka,None,0,0,None,None,None,0,1,0,1998-11-01T00:00:00
8021,Kenny Florian,1976-05-26T00:00:00,65.77,177.8,"Westwood, Massachusetts",United States,Florian Martial Arts Center,14,6,0,2011-10-08T00:00:00
8022,Gustavo Picone,1979-03-17T00:00:00,77.11,0,None,Italy,Octogen Team,13,4,0,2012-05-26T00:00:00
8023,Milad Taghipour,None,0,0,None,None,None,1,0,0,2003-05-25T00:00:00
8024,Ricardo Scalissi,None,63.96,165.1,"Sao Paulo, Sao Paulo",Brazil,Gracie Fusion,3,2,0,2015-06-12T00:00:00
8025,Leandro Nascimento,None,0,0,Sao Paulo,Brazil,Macaco Gold Team,0,2,0,2009-08-07T00:00:00
8026,Tony Galic,None,0,0,None,None,None,0,1,0,2007-09-15T00:00:00
8027,Mario Dias,None,0,0,"Braganca Paulista, Sao Paulo",Brazil,None,2,3,0,2009-10-03T00:00:00
8028,Apeles Nunuhitu,None,0,0,None,Indonesia,None,1,2,0,2003-03-14T00:00:00
8029,Jo Frans,None,0,0,None,Indonesia,None,0,1,0,2002-10-05T00:00:00
8030,Dodik Firmanto,None,0,0,None,Indonesia,None,1,1,0,2003-05-02T00:00:00
8031,Johny Pranoto,None,0,0,None,Indonesia,None,0,1,0,2002-10-05T00:00:00
8032,Kodam Saputra,None,0,0,None,Indonesia,None,0,1,0,2002-10-05T00:00:00
8033,Rudi Santos,None,0,0,None,Indonesia,None,4,2,0,2004-08-20T00:00:00
8034,Wayan Redata,None,0,0,None,Indonesia,None,0,1,0,2002-10-05T00:00:00
8035,Sunaryo Sunaryo,None,0,0,None,Indonesia,None,6,3,0,2004-09-17T00:00:00
8036,Ardiansyah Aziz,None,0,0,None,Indonesia,None,0,2,0,2016-12-31T00:00:00
8037,Fendi Suryanto,None,0,0,None,Indonesia,None,6,4,0,2004-09-17T00:00:00
8038,Anggoro Padmono,None,0,0,None,Indonesia,None,1,3,0,2003-06-06T00:00:00
8039,Jimmy G,None,0,0,None,Indonesia,None,1,0,0,2002-10-19T00:00:00
8040,Bagus Iswiratmoko,None,0,0,None,Indonesia,None,0,1,0,2002-10-19T00:00:00
8041,Warseno Warseno,None,0,0,None,Indonesia,None,1,2,0,2003-02-28T00:00:00
8042,Dewa Bowo,None,0,0,None,Indonesia,None,0,1,0,2002-10-19T00:00:00
8043,Indra Gunawan,None,0,0,None,Indonesia,None,2,3,0,2003-07-18T00:00:00
8045,Deny Trubus,None,0,0,None,Indonesia,None,2,1,0,2003-03-28T00:00:00
8046,Harmudianto Harmudianto,None,0,0,None,Indonesia,None,1,1,0,2002-12-28T00:00:00
8047,Artos Osman,None,0,0,None,Indonesia,None,0,2,0,2003-04-11T00:00:00
8048,Sukin Hermawan,None,0,0,None,Indonesia,None,0,1,0,2002-12-14T00:00:00
8049,Jemmy Gan,None,0,0,None,Indonesia,None,2,1,0,2003-02-28T00:00:00
8050,Dodik Triadi,None,0,0,None,Indonesia,None,0,2,0,2003-07-04T00:00:00
8051,Hanni Manangsang,None,0,0,None,Indonesia,None,3,4,0,2004-08-20T00:00:00
8052,Suharyanto Suharyanto,None,0,0,None,Indonesia,None,3,1,0,2004-06-25T00:00:00
8053,Yudi Rahmat,None,0,0,None,Indonesia,None,0,3,0,2003-08-01T00:00:00
8054,Rizwan Firdaus,None,0,0,None,Indonesia,None,0,2,0,2003-03-14T00:00:00
8055,Max Braglia,None,0,0,None,Italy,None,0,3,0,2010-05-15T00:00:00
8056,Naoto Sato,1976-03-27T00:00:00,61.69,170.18,None,Japan,Strapple,0,4,3,2005-07-24T00:00:00
8057,Ryoji Suzuki,1977-10-03T00:00:00,69.85,180.34,"Tateyama, Chiba",Japan,Alliance-Square,5,3,3,2009-11-23T00:00:00
8058,Danil Zagorskiy,None,74.84,0,Barnaul,Russia,None,0,2,0,2001-11-18T00:00:00
8059,Igor Styuflyaev,None,83.91,0,Barnaul,Russia,None,2,1,0,2001-11-18T00:00:00
8060,Nikolai Bunas,None,83.91,0,None,Russia / Germany,None,0,2,0,2001-11-18T00:00:00
8061,Vladimir Gushchin,None,0,0,Krasnodar,Russia,None,3,3,0,2013-08-02T00:00:00
8062,Kamal Rasulov,None,0,0,Moscow,Russia,None,0,2,0,2002-05-04T00:00:00
8063,Telman Piraev,None,0,0,Moscow,Russia,None,2,1,0,2002-05-04T00:00:00
8064,Oleg Zaprivoda,None,0,0,Donetsk,Ukraine,None,1,3,0,2002-05-04T00:00:00
8065,Alexei Kudin,1984-12-20T00:00:00,107.5,185.42,Minsk,Belarus,MMA Academy Russia,21,10,1,2016-11-16T00:00:00
8066,Dmitry Surnev,None,99.79,0,Taganrog,Russia,None,1,10,0,2016-09-16T00:00:00
8067,Avtandil Gogolishvili,None,0,0,Alchevsk,Russia,None,1,0,0,2002-05-04T00:00:00
8068,Roman Chebotaryov,None,0,0,Lugansk,Ukraine,None,1,0,0,2002-05-04T00:00:00
8069,Haydon Maughan,None,0,0,None,None,None,1,1,0,2003-08-02T00:00:00
8070,Andrew Chappelle,None,76.66,0,"San Antonio, Texas",United States,Team Texas Powerhouse,10,7,0,2011-10-22T00:00:00
8071,Oscar Gonzalez,None,0,0,None,None,Team Pound,0,1,0,2003-07-19T00:00:00
8072,Aaron Castaneda,None,0,0,None,None,Team Pound,0,2,0,2003-09-06T00:00:00
8073,Patrick Durbin,None,0,0,None,None,None,0,2,0,2006-05-20T00:00:00
8074,Johnnie Brown,None,0,0,None,None,None,2,4,0,2004-07-31T00:00:00
8075,Janne Arola,None,0,0,None,None,None,0,1,0,2001-02-03T00:00:00
8076,Farid Latipov,None,0,0,None,None,None,0,1,0,2001-02-03T00:00:00
8077,Vesa Huusko,None,0,0,None,Finland,None,0,1,0,2001-02-03T00:00:00
8078,Linda Smith,None,0,0,None,None,None,0,1,0,1998-05-30T00:00:00
8079,Paulo Sergio Lage,None,0,0,None,None,None,0,1,0,2004-06-26T00:00:00
8080,Delon Williams,None,87.54,0,"Portland, Oregon",United States,Fight Ugly,5,5,0,2012-02-26T00:00:00
8081,Nathan Pickle,None,0,0,None,None,None,3,1,1,2005-07-30T00:00:00
8082,Nelson Velasques,1982-02-25T00:00:00,70.31,175.26,"Farroupilha, Rio Grande do Sul",Brazil,War Velasques Team,10,12,0,2016-10-08T00:00:00
8083,Eduardo Lima,None,0,0,None,None,None,4,3,0,2009-05-16T00:00:00
8085,Ben Spain,None,0,0,None,None,None,0,1,0,2003-02-07T00:00:00
8086,Marcelo Cobra,None,0,0,None,None,None,0,2,0,2009-06-07T00:00:00
8087,Ricardo Petrucio,None,0,0,None,None,None,1,3,0,2006-08-02T00:00:00
8088,Gabriel Santos,1975-10-20T00:00:00,83.91,172.72,"Niteroi, Rio de Janeiro",Brazil,Gladiator BJJ,9,8,0,2011-04-09T00:00:00
8089,Ryusuke Uemura,1979-12-24T00:00:00,65.77,167.64,None,Japan,P's Lab Tokyo,8,1,5,2006-07-28T00:00:00
8090,Roy Doepker,None,108.86,193.04,None,None,Capponi Fight Team,3,0,0,2006-09-29T00:00:00
8091,Will Richardson,None,0,0,None,None,None,1,0,0,2002-05-25T00:00:00
8092,Baz Cunningham,None,65.77,167.64,"Campbell River, British Columbia",Canada,Island Warrior Sport Combat Guild,6,4,0,2012-04-27T00:00:00
8093,Cory MacDonald,None,76.66,182.88,"Kingston, Ontario",Canada,Gladiator MMA,12,2,0,2011-03-04T00:00:00
8094,Linda Langerak,None,58.97,167.64,"Toronto, Ontario",Canada,None,1,2,0,2004-11-06T00:00:00
8095,Kalib Starnes,1975-01-06T00:00:00,92.99,190.5,"Surrey, British Columbia",Canada,Aegis Athletics,17,11,1,2016-04-15T00:00:00
8096,Jodey Ingalls,None,83.91,180.34,"Campbell River, British Colombia",Canada,None,1,3,0,2005-09-09T00:00:00
8097,Marcus Hicks,1975-11-25T00:00:00,70.31,167.64,"Lewisville, Texas",United States,Hicks MMA Cortez Boxing,10,4,0,2014-07-18T00:00:00
8098,Danny Dlask,None,0,0,None,None,None,3,1,0,2006-07-15T00:00:00
8099,Kim Forsyth,None,0,0,None,None,None,0,2,0,2003-07-24T00:00:00
8100,John Punt,None,0,0,"Nanaimo, British Colombia",Canada,Impact MMA Nanaimo,0,1,0,2003-07-24T00:00:00
8101,Vesko Dukia,None,0,0,None,Serbia,None,0,1,0,2003-06-07T00:00:00
8102,Mirko Borkovia,None,0,0,None,Croatia,None,1,1,0,2006-12-09T00:00:00
