Name,Nickname,Wins,Losses,Draws,No Contests,Height (in.),Weight (lbs),Reach (in.),Stance,Birth Date,Sig. Strikes landed/min,strike acc. (%),Sig Strikes taken/min,Strike def. (%),TD/15 min,TD acc. (%),TD def. (%),sub/15 min
Frank Shamrock,,22,11,2,,70,185,,Orthodox,1972-12-08,4.75,53,4.66,57,0.35,50,37,1.1
Jason Sharp,,3,2,0,,,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Eric Shelton,Showtime,10,3,0,,66,125,68,Orthodox,1991-02-02,2.13,34,2.47,62,4.00,33,66,0.0
Sean Sherk,The Muscle Shark,36,4,1,,66,155,67,Orthodox,1973-08-05,2.17,35,2.71,55,4.09,46,56,0.4
Chase Sherman,The Vanilla Gorilla,9,3,0,,76,250,78,Orthodox,1989-11-16,3.48,34,6.39,52,0.00,0,100,0.0
Valentina Shevchenko,Bullet,14,2,0,,65,135,67,Southpaw,1988-03-07,2.48,51,2.28,60,2.33,52,73,0.2
Katsuyori Shibata,,4,11,1,,72,168,,Orthodox,1979-11-17,2.06,35,2.40,53,0.49,50,53,0.7
Jake Shields,,29,7,1,1,72,170,72,Orthodox,1979-01-09,2.45,36,1.80,56,2.83,29,35,1.2
Shunichi Shimizu,Rolling Star,28,9,10,,65,135,66,Orthodox,1985-01-31,0.14,33,4.68,30,0.00,0,0,0.0
Wade Shipp,The Nightmare,10,5,0,,75,245,,Orthodox,1975-02-09,4.29,86,2.14,0,0.00,0,75,0.0
Raja Shippen,,14,9,0,,66,145,,,1986-10-07,0.00,0,0.00,0,0.00,0,0,0.0
Yuya Shirai,,21,10,1,,68,168,,Orthodox,1980-04-02,1.02,100,4.07,55,0.00,0,0,0.0
Wes Shivers,,8,1,0,,80,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Alexander Shlemenko,Storm,51,9,0,1,71,185,,,1984-05-20,4.36,60,1.71,63,0.00,0,0,0.0
Josh Shockley,,11,4,0,,73,155,74,Orthodox,1989-11-15,1.40,33,1.75,60,0.00,0,61,0.8
Josh Shockman,The War Hammer,5,3,0,,76,235,,Southpaw,1980-12-29,0.87,32,0.87,58,0.00,0,23,0.0
Akira Shoji,,14,17,5,,68,195,,Orthodox,1974-01-31,1.03,34,2.63,53,1.79,73,82,0.4
Landon Showalter,The Show,11,19,1,,72,185,,,1976-06-14,0.00,0,0.00,0,0.00,0,0,0.0
Brandon Shuey,Big Dawg,7,6,0,,67,155,,Orthodox,1976-02-01,0.68,33,1.36,0,0.00,0,0,10.2
Sam Sicilia,,15,7,0,,68,145,67,Orthodox,1986-02-01,2.76,36,3.53,57,1.69,43,73,1.0
Kiril Sidelnikov,,7,4,0,,71,230,,,1988-08-17,2.87,28,4.48,61,0.00,0,0,0.0
Steven Siler,Super,23,13,0,,71,145,70,Orthodox,1987-02-15,3.21,41,2.96,54,0.47,21,55,1.6
Siala Siliga,Mighty Mo,3,2,0,,73,290,,Orthodox,1970-10-08,1.08,26,1.96,50,1.47,50,80,0.0
Xavier Siller,Young Guns,5,4,0,,65,125,,,1994-06-06,1.02,36,1.53,57,3.83,100,0,0.0
Assuerio Silva,,15,8,0,1,70,241,,Orthodox,1974-06-18,1.42,46,4.20,54,2.66,34,25,1.8
Anderson Silva,The Spider,34,8,0,1,74,185,77,Southpaw,1975-04-14,3.10,63,1.87,62,0.55,77,69,0.9
Wanderlei Silva,The Axe Murderer,35,12,1,1,71,205,74,Orthodox,1976-07-03,2.79,40,2.19,60,0.97,53,62,0.6
Thiago Silva,,16,3,0,2,74,205,74,Orthodox,1982-11-12,3.92,50,2.55,67,1.03,47,70,0.7
Paulo Cesar Silva,Giant,2,6,0,,89,385,,Orthodox,1963-07-21,0.40,15,2.72,47,0.42,100,16,0.4
Jean Silva,White Bear,18,11,3,1,66,160,,Orthodox,1977-10-08,0.73,22,2.93,52,0.00,0,0,0.0
Edson Silva,Paredao,7,8,0,1,,205,,Orthodox,,2.69,14,5.37,50,0.00,0,0,0.0
Sidney Silva,,8,4,0,,75,170,,Southpaw,1972-02-27,2.86,65,3.30,34,3.30,100,0,0.0
Jay Silva,,7,5,0,,74,185,,Southpaw,,1.13,34,3.07,40,0.00,0,38,1.0
Antonio Silva,Bigfoot,19,10,1,1,76,264,80,Orthodox,1979-09-14,2.89,45,3.09,50,0.82,29,66,0.8
Fabio Silva,,11,5,0,,71,205,,Orthodox,1982-03-31,0.09,11,5.90,38,0.00,0,0,0.0
Erick Silva,The Tiger,19,7,0,1,72,170,74,Orthodox,1984-06-21,2.65,50,4.27,45,1.07,46,59,1.8
Leandro Silva,Buscape,19,4,1,1,69,155,72,Orthodox,1985-11-11,2.39,48,2.08,63,1.76,37,65,0.4
Wagner Silva,Wagnao,3,3,0,,72,170,71,Orthodox,1987-02-07,1.69,29,2.87,65,0.00,0,58,0.0
Rafael Silva,Morcego,22,5,0,,67,135,,,1985-03-20,0.67,50,0.73,67,0.00,0,25,1.0
Joaquim Silva,Netto BJJ,9,1,0,,68,155,69,,1989-02-05,3.53,32,3.85,64,0.00,0,66,0.0
Felipe Silva,,8,0,0,,72,155,77,Orthodox,1984-05-08,9.04,44,7.40,30,0.00,0,0,0.0
Douglas Silva de Andrade,D Silva,24,1,0,1,67,135,68,Orthodox,1985-06-22,3.24,35,3.10,64,0.35,50,75,0.0
Marcus Silveira,Conan,6,4,0,1,75,242,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Elias Silverio,Xuxu,11,2,0,,71,155,73,Orthodox,1986-09-22,3.67,49,2.97,51,1.62,38,85,0.2
Aaron Simpson,A-Train,11,4,0,,72,170,73,Orthodox,1974-07-20,3.60,52,2.53,56,3.78,34,83,0.5
Wes Sims,The Project,22,13,1,2,82,260,,Orthodox,1979-08-04,0.98,51,2.95,37,0.00,0,40,2.3
Marlon Sims,,3,4,0,,,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Tony Sims,,12,4,0,,71,155,70,Southpaw,1985-10-14,1.81,63,0.76,65,0.71,50,50,0.7
Lodune Sincaid,,15,9,0,,69,185,,Orthodox,1973-05-07,2.45,44,6.70,49,0.00,0,75,0.0
Rob Sinclair,,12,3,0,,68,155,,,1980-02-20,1.20,33,1.73,73,0.00,0,50,0.0
Rory Singer,Outburst,11,9,0,,74,185,77,Orthodox,1976-05-28,2.55,39,2.42,63,0.39,25,64,0.8
Elvis Sinosic,The King of Rock n' Rumble,7,11,2,,75,205,77,Orthodox,1971-02-13,1.13,37,4.60,53,0.00,0,0,1.2
AJ Siscoe,Let's Go,0,2,0,,67,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Yokthai Sithoar,,0,1,0,,67,143,,,1974-12-25,0.00,0,0.00,0,0.00,0,0,0.0
Jeri Sitzes,,3,1,0,,65,125,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dennis Siver,,22,11,0,1,66,145,70,Orthodox,1979-01-13,3.66,31,2.58,66,0.93,33,65,0.4
Chas Skelly,The Scrapper,17,2,0,,71,145,72,Orthodox,1985-05-11,1.84,38,3.29,46,1.88,37,41,2.9
Matt Skelton,,0,1,0,,75,265,,Orthodox,1967-01-23,0.00,0,0.54,0,0.00,0,66,0.0
Zach Skinner,,6,8,0,,66,145,,Orthodox,,0.53,50,2.40,32,5.00,27,100,1.0
Brian Sleeman,,9,9,1,,68,185,,,,4.00,48,1.85,70,9.23,100,100,0.0
Joe Slick,,16,5,3,,72,199,,Orthodox,1977-10-17,0.00,0,0.00,0,0.00,0,0,0.0
Ray Sloan,,8,1,0,,73,205,,,1985-07-14,0.00,0,0.00,0,0.00,0,0,0.0
Kestutis Smirnovas,,22,8,1,,70,200,,Orthodox,,4.95,52,5.05,54,1.55,50,100,1.6
Maurice Smith,,12,13,0,,74,221,,Orthodox,1961-12-13,0.41,46,0.47,60,0.89,50,20,0.9
Patrick Smith,,20,15,0,,74,225,,Orthodox,1963-08-28,0.00,0,0.00,0,0.00,0,0,0.0
Scott Smith,Hands of Steel,17,9,0,1,72,185,70,Orthodox,1979-05-21,1.86,27,5.94,50,0.13,6,58,0.4
Eric Smith,,1,1,0,,,,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Josh Smith,,6,5,0,,72,155,,Orthodox,1982-07-02,0.73,28,1.40,54,0.00,0,57,2.0
David Smith,,5,1,0,,,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Adam Smith,,0,2,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dillon Smith,,0,0,0,,72,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Trevor Smith,Hot Sauce,14,7,0,,75,185,75,Orthodox,1981-01-05,3.49,58,2.96,51,1.66,30,54,1.1
Anthony Smith,Lionheart,26,12,0,,76,205,77,,1988-07-26,3.24,47,2.98,49,0.55,40,33,1.4
Colton Smith,,6,4,0,,72,155,71,Orthodox,1987-08-14,1.64,41,2.30,51,4.09,36,25,1.4
Gilbert Smith,,5,2,0,,69,185,75,Southpaw,1981-10-19,1.09,41,2.73,35,3.51,60,0,1.2
Leslie Smith,The Peacemaker,9,7,1,,69,135,66,Orthodox,1982-08-17,6.81,37,8.38,52,0.00,0,66,0.0
Walter Smith-Cotito,,3,4,0,1,68,135,,,,2.95,36,3.53,68,2.16,33,57,0.0
Justin Smitley,,10,7,1,,,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dmitrii Smoliakov,The Lifeguard,8,2,0,,74,253,74,Switch,1982-08-05,1.63,43,3.35,56,0.00,0,75,0.0
Louis Smolka,Da Last Samurai,11,3,0,,69,125,68,Orthodox,1991-07-16,4.17,48,2.93,55,1.97,36,38,2.6
Denis Sobolev,,4,7,0,,75,216,,Orthodox,,0.00,0,5.45,33,0.00,0,0,0.0
Peter Sobotta,,16,5,1,,72,170,75,Southpaw,1987-01-11,2.00,38,2.94,59,2.06,36,85,0.8
Renato Sobral,Babalu,36,9,0,,73,205,75,Orthodox,1975-09-07,2.23,45,1.53,57,2.48,42,65,2.6
Rameau Thierry Sokoudjou,The African Assassin,12,10,0,,70,205,78,Orthodox,1984-04-18,2.26,45,2.61,56,1.93,47,78,0.9
Joe Son,,0,4,0,,64,236,,Orthodox,1970-11-22,0.00,0,0.00,0,0.00,0,0,0.0
Paul Song,,2,1,0,,,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Chael Sonnen,,29,14,1,,73,205,74,Southpaw,1977-04-03,3.08,43,1.10,62,3.81,59,66,0.4
Cody Sons,,0,2,0,,69,205,,,,0.00,0,0.00,0,0.00,0,0,0.0
Emiliano Sordi,He-Man,13,5,0,,74,185,,,1991-02-15,4.20,46,4.40,48,0.00,0,100,9.0
Sean Soriano,,8,3,0,,69,145,70,Orthodox,1989-10-06,3.15,61,2.31,52,1.27,42,55,0.0
Dmitry Sosnovskiy,Wicked Machine,10,0,0,,75,240,,,1989-07-06,0.00,0,0.00,0,0.00,0,0,0.0
Krzysztof Soszynski,The Polish Experiment,26,12,1,,73,205,77,Open Stance,1977-08-02,3.37,39,3.13,58,0.52,25,71,1.0
George Sotiropoulos,,14,6,0,,70,155,71,Orthodox,1977-07-09,2.61,27,2.52,67,2.32,31,53,1.6
Greg Soto,,8,2,0,,71,170,73,Orthodox,1986-06-03,3.21,63,2.61,52,1.49,27,44,1.0
Alex Soto,Extremo,6,2,1,,68,135,71,Southpaw,1984-02-15,2.95,25,5.02,59,2.82,30,0,0.0
Joe Soto,One Bad Mofo,17,5,0,,66,135,65,Orthodox,1987-03-22,3.38,40,5.59,66,0.83,18,44,1.9
Mario Soto,Dr. Mario,6,2,0,,72,145,,,,1.43,23,5.23,42,0.00,0,0,0.0
Bobby Southworth,,10,6,0,1,74,205,,Orthodox,1969-12-16,0.99,39,1.38,65,3.98,78,64,1.3
Jacare Souza,Jacare,24,4,0,1,73,185,72,Orthodox,1979-12-07,2.34,44,2.00,64,3.50,44,58,1.9
Kevin Souza,Kevin,19,4,0,,72,145,74,Orthodox,1984-10-17,4.65,44,2.91,58,0.00,0,50,0.0
Charon Spain,,6,7,0,,69,155,,,1988-03-11,0.00,0,0.00,0,0.00,0,0,0.0
Chris Spang,The Kiss,5,2,0,,74,170,,Orthodox,1987-11-26,1.83,36,1.95,60,0.00,0,50,0.9
Andreas Spang,Sweet Swede,6,1,0,,73,185,,,1978-11-07,0.00,0,0.00,0,0.00,0,0,0.0
Ron Sparks,The Monster,8,1,0,,77,265,,,,0.00,0,0.00,0,0.00,0,0,0.0
Tommy Speer,,19,5,0,,70,170,71,Orthodox,1984-08-20,2.56,51,5.12,35,2.02,33,33,0.0
Patrick Speight,,7,3,0,,73,170,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Sean Spencer,Black Magic,12,6,0,,70,170,75,,1987-06-25,4.24,32,4.02,60,0.14,33,68,0.0
Sam Spengler,The Ram,4,2,0,,71,185,,Orthodox,,3.27,62,3.27,54,1.75,11,75,1.8
Nick Sperling,,3,3,0,,,135,,,,1.40,25,1.40,66,0.00,0,0,0.0
Mario Sperry,Zen Machine,13,4,0,,74,205,,Orthodox,1966-09-28,2.81,52,1.53,47,2.09,42,71,1.4
Eric Spicely,Zebrinha,10,2,0,,73,185,73,Orthodox,1986-09-29,1.64,65,1.39,57,3.79,22,0,3.8
Waachiim Spiritwolf,Native Warrior,9,8,1,1,68,170,,,,10.00,100,10.00,0,0.00,0,0,0.0
Daniel Spohn,Dragon,8,5,0,,76,205,76,,1984-10-12,1.60,47,0.73,54,0.00,0,28,2.0
Pete Spratt,The Secret Weapon,23,21,0,,69,170,,Orthodox,1971-01-09,1.63,48,1.33,55,0.30,100,46,0.3
Georges St-Pierre,Rush,25,2,0,,71,170,76,Orthodox,1981-05-19,3.77,53,1.38,72,4.20,74,83,1.1
Bobby Stack,,8,2,0,,69,155,,Orthodox,,1.00,20,2.89,34,7.48,45,100,0.0
Andreas Stahl,Real Steel,9,2,0,,71,170,73,Orthodox,1988-05-20,2.83,37,4.74,57,1.55,66,80,0.0
Ron Stallings,The Choir Boy,13,8,0,1,74,170,75,Southpaw,1983-01-25,3.22,60,3.26,51,0.00,0,71,0.0
Cristina Stanciu,Barbie,5,2,0,,63,115,64,Orthodox,1994-03-29,2.50,50,3.07,52,0.85,100,40,1.7
Brian Stann,All American,12,6,0,,73,205,74,Orthodox,1980-09-24,3.28,42,2.65,59,0.12,12,60,0.3
Josh Stansbury,The Sandman,8,4,0,,74,205,74,,1984-11-19,3.23,56,3.13,57,0.00,0,87,1.0
Dion Staring,Soldier,24,8,0,,73,235,,Orthodox,1978-06-09,1.09,37,5.00,47,0.00,0,33,0.0
Lucas Stark,,2,5,0,,,155,,,,1.60,25,3.20,66,12.00,100,0,0.0
Clifford Starks,,8,2,0,,72,185,77,Orthodox,1981-04-25,1.94,33,2.49,58,1.94,100,60,0.0
Kalib Starnes,,12,7,1,,75,185,74,Orthodox,1975-01-06,2.71,48,4.43,53,1.46,33,25,0.6
Damian Stasiak,Webster,10,3,0,,65,135,70,Orthodox,1990-02-20,0.86,40,1.76,52,3.48,53,0,1.5
Adam Steele,,0,1,0,,,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dominique Steele,Non-Stop Action-Packed,14,8,0,,70,170,74,Orthodox,1988-01-27,2.15,47,2.35,49,3.47,59,76,0.0
Eric Steenberg,,5,1,0,,,155,,,1983-06-22,0.00,0,0.00,0,0.00,0,0,0.0
Steve Steinbeiss,The Hooligan,7,4,0,,75,185,75,Orthodox,1981-05-05,3.92,55,1.86,49,0.44,50,58,0.0
Ray Steinbeiss,Ipswitch Cobra,14,7,0,,71,170,,Orthodox,1979-09-12,0.00,0,0.00,100,0.00,0,0,0.0
Dmitri Stepanov,,0,1,0,,75,217,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Jeremy Stephens,Lil' Heathen,25,13,0,,68,145,71,Orthodox,1986-05-25,2.79,42,2.58,60,1.34,36,64,0.5
Aljamain Sterling,Funk Master,12,2,0,,67,135,71,Orthodox,1989-07-31,3.08,45,1.22,67,2.43,40,46,1.3
Marc Stevens,,14,6,0,,69,155,,,,0.45,26,1.79,46,0.00,0,0,0.0
Joe Stevenson,Daddy,31,14,0,,67,145,70,Orthodox,1982-06-15,2.05,44,2.44,60,2.75,44,39,2.2
Josh Stewart,,0,3,0,,69,160,,,,0.00,0,0.00,0,0.00,0,0,0.0
Luke Stewart,,6,3,0,,71,170,,Orthodox,,3.75,56,2.34,53,3.75,33,50,1.9
Darren Stewart,The Dentist,7,0,0,1,72,205,74,Orthodox,1990-12-30,4.47,70,0.00,100,9.57,50,0,0.0
Alex Stiebling,The Brazilian Killa,18,11,1,1,74,205,,Southpaw,,1.47,41,1.03,57,0.22,100,63,0.9
Tyler Stinson,The Evolution,22,8,0,,75,170,,,1986-01-17,2.80,23,4.60,56,0.50,100,0,0.5
Dan Stittgen,The Anvil,7,3,0,,73,170,,Orthodox,1980-11-17,2.97,46,4.42,37,0.78,100,100,0.0
Denis Stojnic,,9,3,0,,72,245,,Orthodox,1980-02-02,1.51,23,6.06,36,0.00,0,80,1.0
Ken Stone,,11,4,0,,68,135,71,,1982-10-08,3.85,49,2.90,48,1.24,33,60,0.6
Ryan Stonitsch,,8,1,0,,69,170,,Southpaw,1977-02-03,2.53,36,2.53,71,0.00,0,0,0.0
George Stork,,6,4,0,,70,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Rick Story,The Horror,19,9,0,,69,170,71,Southpaw,1984-08-28,3.80,41,2.17,62,2.53,48,63,0.9
Greg Stott,Ranger,0,1,0,,67,220,,Southpaw,,0.00,0,0.00,0,0.00,0,0,0.0
Curtis Stout,,11,12,1,,73,185,,Southpaw,1973-11-07,0.69,67,3.20,29,0.00,0,20,0.0
Sam Stout,Hands of Stone,21,12,1,,69,155,70,Orthodox,1984-04-23,4.17,28,4.08,57,0.63,38,77,0.1
Tim Stout,,12,10,0,,71,185,,,1979-02-09,0.00,0,0.00,0,0.00,0,0,0.0
Gennaro Strangis,,0,1,0,,,,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dave Strasser,,25,8,4,,70,170,,Orthodox,1969-07-13,3.04,45,1.88,59,0.72,33,33,0.0
Daniel Straus,,24,6,0,1,67,145,71,,1984-07-27,4.76,43,2.99,57,0.84,15,81,1.1
Gerald Strebendt,The Finishing Machine,9,7,0,,69,155,,Orthodox,1979-03-01,0.00,0,4.00,38,0.00,0,0,16.4
Sean Strickland,Tarzan,18,1,0,,73,170,76,Orthodox,1991-02-27,4.31,37,2.81,66,1.52,50,72,0.6
Hans Stringer,,22,7,3,,75,205,73,Orthodox,1987-07-06,3.16,61,2.84,41,2.40,36,62,0.0
Stefan Struve,Skyscraper,32,8,0,,83,265,84,Orthodox,1988-02-18,3.39,50,3.49,48,0.74,66,63,2.5
Mike Stumpf,,11,4,0,,70,170,71,,1986-08-01,3.34,43,8.85,47,1.59,25,33,0.8
Kyle Sturgeon,,0,1,0,,75,225,,Switch,,0.00,0,0.00,0,0.00,0,0,0.0
Tatiana Suarez,,5,0,0,,65,115,67,,1990-12-19,4.30,84,0.27,75,12.11,100,0,4.0
Masanori Suda,,22,11,3,,69,183,,Orthodox,,1.80,50,1.20,63,0.00,0,60,0.0
Genki Sudo,Neo-Samurai,15,4,2,,69,155,,Orthodox,1978-03-08,1.55,39,2.23,33,3.58,60,50,4.2
Daisuke Sugie,Amazon,10,8,1,,66,160,,Orthodox,,0.00,0,0.22,80,3.27,50,0,3.3
Takashi Sugiura,,1,3,0,,71,225,,Southpaw,1970-05-31,1.37,40,2.08,53,1.33,66,0,0.0
Naho Sugiyuma,Sugi Rock,10,4,0,,61,105,,,1978-02-03,2.59,48,2.45,71,2.05,100,66,0.0
George Sullivan,The Silencer,17,5,0,1,72,170,73,Orthodox,1981-03-13,3.82,40,2.45,58,1.36,21,35,0.8
Amar Suloev,,24,7,0,,69,183,,Orthodox,1976-07-01,1.98,37,2.19,70,0.27,100,88,0.3
Magomed Sultanakhmedov,,16,5,0,,74,185,,Southpaw,,0.00,0,2.40,42,9.00,100,0,9.0
Aji Susilo,,6,4,0,,70,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Jason Suttie,Nobunaga,0,1,0,,72,210,,Orthodox,1973-08-07,2.07,83,4.97,36,0.00,0,0,0.0
Joel Sutton,,2,4,1,,71,205,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Chad Sutton,,2,2,0,,73,185,,,1982-08-07,0.00,0,0.00,0,0.00,0,0,0.0
Martin Svensson,Big Swede,14,6,0,,73,155,72,,1985-04-25,2.02,38,5.91,38,0.00,0,0,0.0
Cub Swanson,,24,7,0,,68,145,70,Orthodox,1983-11-02,3.67,46,3.07,63,1.30,51,55,0.6
Mike Swick,Quick,15,6,0,,73,170,77,Orthodox,1979-06-19,2.36,37,2.29,54,1.06,50,61,0.6
Floyd Sword,,12,3,0,,72,185,,Orthodox,1976-08-24,0.78,42,1.57,40,0.00,0,33,0.0
Bentley Syler,Dr. Bolivia,5,1,0,,64,125,68,Orthodox,1982-12-22,1.30,18,1.73,79,0.00,0,75,0.0
Leo Sylvest,Lethal,10,26,0,,71,205,,Orthodox,1973-09-03,0.00,0,6.58,27,0.00,0,0,0.0
Tony Sylvester,,11,3,0,,73,225,,Southpaw,1978-01-27,0.00,0,10.12,12,0.00,0,0,0.0
Tim Sylvia,The Maine-iac,30,7,0,1,80,265,80,Orthodox,1976-03-05,4.23,41,2.61,61,0.11,100,75,0.1
Osamu Tachihikari,,0,4,0,,77,300,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Amber Tackett,,1,2,0,,,115,,,,0.00,0,0.00,0,0.00,0,0,0.0
Eugenio Tadeu,,2,3,0,1,68,160,,Orthodox,,0.00,0,0.00,0,0.00,0,0,0.0
Joe Taimanglo,The Juggernaut,21,6,1,,64,135,,,1984-06-27,4.18,42,4.55,59,5.45,40,100,1.4
Mairbek Taisumov,Beckan,25,5,0,,69,155,73,Orthodox,1988-08-08,3.26,43,2.15,61,2.24,77,85,0.0
Nobuhiko Takada,,2,6,2,,72,220,,Southpaw,1962-04-12,0.31,24,1.92,39,1.15,20,0,0.0
Yoshiki Takahashi,Kazuo,29,25,3,1,71,199,,Southpaw,1969-03-13,2.26,51,6.47,44,0.00,0,66,2.3
Yoko Takahashi,,15,12,2,,68,150,,,1973-04-20,0.00,0,0.00,0,0.00,0,0,0.0
Daiju Takase,,9,13,2,,72,170,,Southpaw,1978-04-20,0.49,30,1.64,47,0.84,17,21,1.2
Hiroyuki Takaya,Streetfight Bancho,16,10,1,,66,139,,Orthodox,1977-06-10,3.18,33,3.16,60,0.90,45,66,0.0
Yoshihiro Takayama,,0,4,0,,77,280,,Orthodox,1968-09-19,3.40,54,5.69,29,0.67,33,55,0.0
Makoto Takimoto,,6,5,0,,67,205,,Southpaw,1979-12-08,1.37,39,1.71,55,1.48,50,25,1.1
Oleg Taktarov,The Russian Bear,17,5,2,,72,210,,Orthodox,1967-08-26,0.00,0,0.00,0,0.00,0,0,0.0
Nordine Taleb,,12,3,0,,73,170,74,Orthodox,1981-06-10,3.18,57,1.51,70,3.21,76,69,0.0
Tsuyoshi Tamakairiki,,0,3,0,,72,220,,Orthodox,,0.00,0,26.67,50,0.00,0,0,0.0
Eli Tamez,Tomahawk,9,0,0,,67,135,,,1985-08-22,0.00,0,0.00,0,0.00,0,0,0.0
Kiyoshi Tamura,,32,13,3,,71,185,,Southpaw,1969-12-17,2.44,53,1.44,60,0.58,60,45,0.2
Akitoshi Tamura,The Ironman,16,11,2,,69,135,70,Orthodox,1980-05-31,3.73,43,1.94,78,0.00,0,20,1.0
Issei Tamura,,7,4,0,,65,135,63,Orthodox,1984-03-12,1.89,53,4.58,44,0.92,25,33,0.0
Jason Tan,,5,3,0,,70,170,,Orthodox,1981-12-17,0.69,29,7.37,18,0.00,0,0,0.0
Akihito Tanaka,Kinniku Mantaro,2,2,0,,,,,Southpaw,,0.19,50,2.05,38,5.59,66,0,0.0
Michinori Tanaka,,11,3,0,,65,135,67,Orthodox,1990-10-04,1.97,37,1.99,50,2.40,38,43,0.2
Evan Tanner,,32,8,0,,72,185,74,Orthodox,1971-02-11,3.05,59,2.64,56,2.55,43,25,1.3
Manny Tapia,The Mangler,11,4,1,,65,135,67,Orthodox,1981-03-14,2.69,21,4.74,58,0.49,40,66,0.2
Gary Tapusoa,,6,2,0,,67,185,,,,0.00,0,0.00,0,0.00,0,0,0.0
Miesha Tate,Cupcake,18,7,0,,66,135,65,Orthodox,1986-08-18,1.93,41,2.71,50,2.06,31,52,1.6
Deividas Taurosevicius,,13,5,0,,69,145,68,Southpaw,1977-08-28,2.13,43,1.82,59,2.00,28,50,0.3
Thiago Tavares,,24,7,1,,67,145,68,Orthodox,1984-11-08,2.00,40,2.31,62,3.83,42,62,1.5
Jeremy Tavares,,0,5,0,,,135,,,,0.00,0,0.00,0,0.00,0,0,0.0
Brad Tavares,,14,5,0,,73,185,74,Orthodox,1987-12-21,3.12,41,2.49,55,1.29,32,75,0.0
Paul Taylor,Relentless,11,6,1,1,72,155,72,Orthodox,1979-12-15,4.44,47,4.47,55,0.27,25,56,0.5
Jesse Taylor,JT Money,20,7,0,,73,185,,Orthodox,1983-01-02,0.80,36,0.46,55,8.62,45,100,1.7
Torrance Taylor,,10,7,1,,67,155,,,,0.00,0,0.00,0,0.00,0,0,0.0
Louis Taylor,BeastMode,11,3,0,,71,185,74,Orthodox,1979-05-12,2.06,32,1.24,68,2.48,28,100,0.0
Anthony Taylor,Pretty Boy,0,1,0,,67,145,,,,0.00,0,0.00,0,0.00,0,0,0.0
Danielle Taylor,Dynamite,8,2,0,,60,115,60,Orthodox,1989-10-25,2.07,23,1.60,86,0.50,33,100,0.0
James Te Huna,,18,9,0,,74,185,75,Orthodox,1981-09-29,4.04,51,2.99,62,2.75,37,58,0.2
Glover Teixeira,,26,5,0,,74,205,76,Orthodox,1979-10-28,4.03,44,3.33,57,2.63,54,58,0.8
John Teixeira,Macapa,14,1,1,,67,145,,Orthodox,1986-11-18,3.36,35,3.20,63,1.00,27,71,0.7
Ewerton Teixeira,,3,1,0,,73,242,,,1982-02-13,2.00,39,3.22,35,0.00,0,33,0.0
Tra Telligman,Trauma,7,5,1,,74,233,,Orthodox,1965-02-07,1.83,35,3.02,56,0.87,100,80,0.0
Herman Terrado,,8,2,0,,,170,,,,0.00,0,0.00,0,0.00,0,0,0.0
Dave Terrel,The Bionic,7,6,0,,68,170,,Southpaw,1978-05-10,5.58,44,5.71,48,0.00,0,100,0.0
David Terrell,The Soul Assassin,6,2,0,,73,185,,Southpaw,1978-01-09,2.34,63,2.71,37,5.54,50,0,5.5
James Terry,Intensity,16,8,0,,70,170,,Orthodox,1981-03-16,3.23,32,4.77,64,3.31,36,75,0.0
David Teymur,,5,1,0,,69,155,73,,1989-05-01,4.98,52,1.63,66,1.17,50,100,0.0
Motonobu Tezuka,,19,6,4,,67,135,66,Southpaw,1987-08-29,0.87,23,2.80,51,1.50,11,0,0.5
Jason Thacker,,0,1,0,,70,185,,Orthodox,1975-08-18,0.63,33,17.05,32,0.00,0,0,0.0
Brandon Thatch,Rukus,11,5,0,,74,170,74,Switch,1985-07-11,2.70,42,3.63,52,1.36,66,50,0.7
Elias Theodorou,The Spartan,13,1,0,,73,185,75,,1988-05-31,3.45,39,1.90,50,2.12,29,41,0.0
Nik Theotikos,,6,2,0,,,185,,Orthodox,,0.00,0,5.48,19,0.00,0,0,4.8
Paulo Thiago,,15,8,0,,71,170,73,Orthodox,1981-01-25,1.71,39,1.99,63,1.42,31,63,1.2
Din Thomas,Dinyero,25,8,0,1,69,155,,Orthodox,1976-09-28,1.85,37,2.60,59,1.38,52,76,1.2
